# HI_OFFSET:1;2;3
# SI_DISTORTION:1;1;1
# SI_ROTATION:0;0;0
X;Y;Z
0.74169772;2.91663251;3.30506520
1.80994469;1.49839596;3.30394569
0.06359311;1.82269111;3.30282619
1.57091944;2.76356013;3.30170668
1.09483438;1.05097219;3.30058718
0.28875052;2.63595856;3.29946767
1.95438770;2.01151029;3.29834817
0.30378466;1.34659406;3.29722866
1.07202437;2.95243470;3.29610916
1.59046589;1.24878023;3.29498965
0.05682684;2.15512807;3.29387014
1.80054161;2.52290554;3.29275064
0.76283834;1.07333629;3.29163113
0.54876266;2.84379373;3.29051163
1.90302282;1.68250671;3.28939212
0.11936483;1.62399390;3.28827262
1.39550336;2.87242202;3.28715311
1.29778481;1.08922616;3.28603361
0.16491335;2.47058924;3.28491410
1.93396879;2.21717027;3.28379460
0.45783001;1.20870581;3.28267509
0.86522149;2.95003221;3.28155559
1.74137219;1.39030919;3.28043608
0.04116910;1.94875990;3.27931658
1.67262743;2.68569580;3.27819707
0.96719528;1.03971261;3.27707756
0.37531501;2.73049012;3.27595806
1.95438060;1.88328904;3.27483855
0.21717245;1.44119869;3.27371905
1.19983384;2.94114607;3.27259954
1.48854443;1.17076968;3.27148004
0.07932420;2.28153375;3.27036053
1.86933414;2.41444833;3.26924103
0.63881881;1.10688243;3.26812152
0.66292278;2.90282272;3.26700202
1.85867389;1.56183835;3.26588251
0.07056972;1.74297877;3.26476301
1.51188035;2.81760052;3.26364350
1.17489190;1.05105639;3.26252400
0.22979547;2.58176686;3.26140449
1.96120385;2.09131752;3.26028499
0.35272050;1.28315796;3.25916548
0.99306176;2.96610772;3.25804597
1.65791552;1.29209043;3.25692647
0.03639156;2.07759878;3.25580696
1.76318534;2.59387072;3.25468746
0.83835564;1.04628390;3.25356795
0.47480665;2.81267566;3.25244845
1.93649768;1.75544765;3.25132894
0.14400662;1.54759468;3.25020944
1.32568454;2.91207663;3.24908993
1.37606078;1.10720161;3.24797043
0.11936806;2.40441564;3.24685092
1.92280026;2.29674191;3.24573142
0.51986190;1.15760317;3.24461191
0.78494554;2.94576056;3.24349241
1.79765705;1.44773321;3.24237290
0.03850525;1.86837691;3.24125339
1.62024357;2.74674870;3.24013389
1.04708659;1.03012631;3.23901438
0.30994426;2.68354159;3.23789488
1.97082464;1.96209299;3.23677537
0.25833062;1.37199297;3.23565587
1.12270545;2.96433193;3.23453636
1.56107314;1.20582527;3.23341686
0.04956287;2.20665722;3.23229735
1.84064814;2.48976270;3.23117785
0.71088335;1.07076121;3.23005834
0.58538141;2.88072608;3.22893884
1.90089174;1.63055119;3.22781933
0.08590619;1.66378624;3.22669983
1.44703446;2.86560598;3.22558032
1.25514684;1.05951213;3.22446082
0.17635491;2.52127481;3.22334131
1.95969815;2.17203758;3.22222180
0.40840379;1.22467574;3.22110230
0.91247791;2.97156958;3.21998279
1.72100794;1.34254550;3.21886329
0.02399662;1.99775205;3.21774378
1.71833932;2.66110706;3.21662428
0.91686925;1.02704215;3.21550477
0.40392408;2.77377804;3.21438527
1.96244879;1.83204152;3.21326576
0.17666057;1.47359126;3.21214626
1.25158326;2.94454940;3.21102675
1.45263587;1.13336298;3.20990725
0.08061018;2.33336173;3.20878774
1.90333214;2.37531978;3.20766824
0.58733591;1.11284389;3.20654873
0.70494927;2.93313659;3.20542922
1.84808895;1.51112100;3.20430972
0.04418515;1.78755776;3.20319021
1.56141825;2.80248176;3.20207071
1.12812642;1.02881401;3.20095120
0.24932142;2.62972133;3.19983170
1.97912511;2.04274911;3.19871219
0.30674017;1.30692862;3.19759269
1.04303510;2.97956433;3.19647318
1.63009715;1.24845857;3.19535368
0.02750662;2.12856790;3.19423417
1.80411384;2.56223452;3.19311467
0.78680771;1.04204024;3.19199516
0.50999984;2.85056824;3.19087566
1.93606837;1.70374232;3.18975615
0.10945753;1.58605517;3.18863665
1.37712490;2.90698078;3.18751714
1.33464912;1.07627608;3.18639763
0.12908596;2.45517111;3.18527813
1.94985192;2.25271907;3.18415862
0.47020535;1.17186093;3.18303912
0.83121852;2.96871981;3.18191961
1.77897856;1.39958038;3.18080011
0.01982343;1.91652088;3.17968060
1.66650043;2.72380461;3.17856110
0.99746579;1.01587193;3.17744159
0.33696417;2.72752595;3.17632209
1.98053777;1.91140129;3.17520258
0.21697650;1.40286577;3.17408308
1.17405364;2.96942712;3.17296357
1.52660161;1.16743747;3.17184407
0.04912463;2.25824243;3.17072456
1.87575795;2.45197581;3.16960505
0.65948228;1.07498092;3.16848555
0.62617344;2.91227316;3.16736604
1.89205107;1.57975366;3.16624654
0.05817737;1.70724891;3.16512703
1.49681424;2.85221895;3.16400753
1.20936963;1.03582582;3.16288802
0.19417666;2.56963119;3.16176852
1.97915080;2.12432057;3.16064901
0.36186464;1.24678449;3.15952951
0.96174440;2.98663204;3.15841000
1.69479476;1.29820235;3.15729050
0.01344502;2.04816529;3.15617099
1.76012582;2.63100537;3.15505149
0.86572109;1.02108523;3.15393198
0.43766679;2.81266827;3.15281248
1.96376469;1.78057605;3.15169297
0.14098244;1.51069798;3.15057346
1.30294610;2.94121580;3.14945396
1.41246942;1.10118641;3.14833445
0.08856390;2.38420305;3.14721495
1.93174638;2.33242264;3.14609544
0.53743050;1.12535068;3.14497594
0.75022599;2.95755849;3.14385643
1.83113317;1.46255807;3.14273693
0.02395291;1.83484374;3.14161742
1.60824329;2.78121728;3.14049792
1.07921768;1.01293454;3.13937841
0.27471929;2.67442744;3.13825891
1.99052424;1.99261712;3.13713940
0.26451660;1.33625099;3.13601990
1.09398107;2.98639213;3.13490039
1.59709104;1.20906071;3.13378088
0.02530385;2.17991213;3.13266138
1.84036598;2.52581532;3.13154187
0.73548396;1.04447854;3.13042237
0.54953381;2.88338043;3.12930286
1.92901080;1.65285743;3.12818336
0.08035135;1.62838038;3.12706385
1.42715632;2.89536333;3.12594435
1.28987880;1.05111168;3.12482484
0.14516677;2.50394160;3.12370534
1.97087098;2.20586952;3.12258583
0.42309282;1.19227230;3.12146633
0.87976466;2.98542382;3.12034682
1.75440466;1.35450913;3.11922732
0.00756895;1.96636732;3.11810781
1.70916385;2.69527000;3.11698831
0.94672575;1.00816520;3.11586880
0.36922547;2.76743475;3.11474929
1.98363563;1.86018146;3.11362979
0.18014652;1.43858954;3.11251028
1.22533572;2.96789251;3.11139078
1.48770771;1.13398531;3.11027127
0.05527756;2.30916889;3.10915177
1.90556091;2.41022978;3.10803226
0.60932626;1.08570044;3.10691276
0.67043049;2.93818534;3.10579325
1.87685384;1.53077644;3.10467375
0.03636577;1.75365557;3.10355424
1.54421404;2.83266932;3.10243474
1.16119213;1.01829112;3.10131523
0.21791801;2.61506794;3.10019573
1.99226713;2.07476526;3.09907622
0.31876044;1.27452282;3.09795671
1.01227340;2.99522456;3.09683721
1.66328666;1.25778108;3.09571770
0.00944490;2.09925610;3.09459820
1.79753574;2.59598529;3.09347869
0.81448478;1.02170869;3.09235919
0.47591255;2.84676305;3.09123968
1.95852411;1.72961159;3.09012018
0.11047951;1.55185698;3.08900067
1.35322371;2.93140212;3.08788117
1.36873324;1.07452271;3.08676166
0.10286944;2.43338456;3.08564216
1.95435478;2.28646619;3.08452265
0.48974531;1.14403033;3.08340315
0.79802786;2.97592861;3.08228364
1.80823271;1.41675711;3.08116414
0.00996952;1.88410127;3.08004463
1.65178756;2.75428363;3.07892512
1.02890596;1.00345059;3.07780562
0.30546577;2.71536106;3.07668611
1.99543270;1.94166115;3.07556661
0.22652627;1.37055897;3.07444710
1.14516622;2.98668629;3.07332760
1.55950177;1.17432224;3.07220809
0.02962526;2.23090968;3.07108859
1.87157054;2.48525161;3.06996908
0.68508918;1.05337922;3.06884958
0.59274101;2.91079786;3.06773007
1.91560438;1.60347555;3.06661057
0.05694337;1.67387870;3.06549106
1.47512352;2.87756136;3.06437156
1.24246028;1.03190280;3.06325205
0.16721840;2.55010394;3.06213254
1.98572531;2.15691722;3.06101304
0.37911072;1.21839315;3.05989353
0.92985192;2.99580363;3.05877403
1.72442807;1.31306483;3.05765452
0.00174723;2.01718159;3.05653502
1.74773352;2.66168248;3.05541551
0.89559823;1.00694803;3.05429601
0.40614982;2.80281643;3.05317650
1.98023925;1.80915691;3.05205700
0.14824019;1.47854952;3.05093749
1.27584203;2.95991111;3.04981799
1.44503791;1.10581338;3.04869848
0.06777816;2.35874597;3.04757898
1.92976985;2.36519796;3.04645947
0.56108173;1.10261768;3.04533997
0.71745743;2.95823497;3.04422046
1.85565842;1.48425686;3.04310095
0.02063791;1.80229455;3.04198145
1.58863036;2.80736894;3.04086194
1.11133721;1.00701230;3.03974244
0.24711678;2.65701988;3.03862293
1.99900584;2.02410032;3.03750343
0.27961388;1.30738174;3.03638392
1.06333594;2.99736903;3.03526442
1.62703554;1.22175804;3.03414491
0.01191142;2.15030064;3.03302541
1.83014259;2.55663748;3.03190590
0.76387361;1.02876546;3.03078640
0.51803642;2.87568886;3.02966689
1.94693515;1.67984556;3.02854739
0.08546960;1.59641376;3.02742788
1.40173976;2.91537590;3.02630837
1.32210643;1.05363169;3.02518887
0.12320195;2.48025602;3.02406936
1.97095744;2.23814900;3.02294986
0.44489962;1.16850316;3.02183035
0.84764207;2.98810836;3.02071085
1.77981920;1.37430183;3.01959134
0.00231129;1.93460866;3.01847184
1.69150726;2.72216107;3.01735233
0.97791644;1.00037566;3.01623283
0.34103563;2.75202230;3.01511332
1.99389978;1.89060442;3.01399382
0.19322144;1.40928636;3.01287431
1.19587477;2.98055846;3.01175481
1.51793226;1.14464448;3.01063530
0.04029769;2.28085750;3.00951580
1.89738012;2.44117844;3.00839629
0.63630839;1.06850901;3.00727678
0.63895904;2.93252963;3.00615728
1.89614070;1.55625856;3.00503777
0.03946588;1.72186539;3.00391827
1.52039269;2.85392249;3.00279876
1.19309546;1.01882146;3.00167926
0.19483983;2.59305715;3.00055975
1.99430440;2.10657600;2.99944025
0.33882276;1.24977214;2.99832074
0.98075993;2.99981098;2.99720124
1.68954704;1.27576970;2.99608173
0.00234394;2.06824220;2.99496223
1.78173258;2.62358340;2.99384272
0.84480043;1.01214366;2.99272322
0.44715682;2.83324301;2.99160371
1.97048719;1.75903515;2.99048420
0.12163344;1.52213069;2.98936470
1.32488001;2.94568219;2.98824519
1.39923723;1.08324273;2.98712569
0.08636800;2.40630129;2.98600618
1.94812093;2.31755044;2.98488668
0.51539588;1.12541705;2.98376717
0.76656409;2.97221735;2.98264767
1.82883513;1.44081209;2.98152816
0.01113784;1.85246082;2.98040866
1.62948069;2.77674006;2.97928915
1.06051946;1.00207173;2.97816965
0.28130200;2.69494351;2.97705014
1.99934682;1.97304452;2.97593064
0.24492542;1.34484513;2.97481113
1.11421444;2.99310771;2.97369163
1.58659879;1.19058690;2.97257212
0.02074032;2.20058795;2.97145261
1.85754286;2.51355635;2.97033311
0.71458658;1.04209010;2.96921360
0.56341147;2.89909536;2.96809410
1.92922318;1.63195977;2.96697459
0.06624729;1.64371359;2.96585509
1.44783475;2.89342065;2.96473558
1.27326659;1.03874999;2.96361608
0.14922190;2.52418520;2.96249657
1.98137743;2.18816646;2.96137707
0.40349366;1.19837620;2.96025756
0.89836071;2.99398177;2.95913806
1.74633602;1.33575599;2.95801855
0.00103233;1.98565081;2.95689905
1.72687933;2.68534005;2.95577954
0.92696602;1.00370169;2.95466003
0.38089502;2.78393274;2.95354053
1.98599568;1.84016023;2.95242102
0.16503236;1.45185997;2.95130152
1.24540232;2.96814042;2.95018201
1.47299068;1.12040624;2.94906251
0.05712885;2.32906543;2.94794300
1.91747015;2.39423442;2.94682350
0.58981233;1.08961655;2.94570399
0.68752368;2.94830779;2.94458449
1.87092827;1.51185275;2.94346498
0.02812819;1.77165564;2.94234548
1.56234685;2.82481006;2.94122597
1.14248463;1.01201675;2.94010647
0.22761564;2.63221817;2.93898696
1.99652047;2.05555629;2.93786746
0.30277368;1.28594493;2.93674795
1.03177344;2.99742005;2.93562844
1.65027135;1.24312610;2.93450894
0.00932275;2.11883445;2.93338943
1.81070484;2.58152411;2.93226993
0.79504111;1.02365396;2.93115042
0.49165772;2.85830790;2.93003092
1.95453869;1.71051371;2.92891141
0.10068021;1.56871134;2.92779191
1.37176867;2.92542483;2.92667240
1.35095566;1.06657204;2.92555290
0.11076979;2.45117549;2.92443339
1.96037302;2.26796064;2.92331389
0.47290150;1.15376513;2.92219438
0.81705874;2.97995067;2.92107488
1.79677101;1.40104356;2.91995537
0.00798670;1.90344953;2.91883586
1.66619947;2.74122040;2.91771636
1.00945155;1.00352893;2.91659685
0.31998857;2.72831337;2.91547735
1.99329258;1.92231296;2.91435784
0.21517644;1.38638417;2.91323834
1.16419676;2.98250513;2.91211883
1.54254495;1.16470134;2.91099933
0.03580556;2.24941418;2.90987982
1.87935382;2.46734590;2.90876032
0.66731396;1.06149599;2.90764081
0.61140275;2.91665365;2.90652131
1.90563396;1.58662570;2.90540180
0.05308518;1.69309539;2.90428230
1.49086103;2.86583948;2.90316279
1.22289598;1.03009183;2.90204329
0.18057115;2.56455315;2.90092378
1.98546048;2.13721685;2.89980427
0.36611300;1.23323895;2.89868477
0.94947472;2.99345575;2.89756526
1.70824294;1.30166737;2.89644576
0.00616390;2.03651321;2.89532625
1.75739790;2.64432617;2.89420675
0.87676928;1.01339782;2.89308724
0.42449636;2.81063222;2.89196774
1.97181311;1.79103786;2.89084823
0.14236999;1.49769430;2.88972873
1.29305024;2.94958604;2.88860922
1.42529605;1.10196620;2.88748972
0.07990480;2.37485076;2.88637021
1.93153695;2.34506740;2.88525071
0.54626269;1.11642948;2.88413120
0.73776311;2.95788598;2.88301169
1.84029587;1.47089377;2.88189219
0.02311750;1.82255868;2.88077268
1.60038117;2.79060679;2.87965318
1.09133227;1.01161528;2.87853367
0.26511206;2.66701756;2.87741417
1.99230847;2.00457104;2.87629466
0.27149326;1.32642990;2.87517516
1.08217642;2.98862787;2.87405565
1.60712681;1.21562011;2.87293615
0.02262455;2.16824462;2.87181664
1.83421158;2.53607072;2.87069714
0.74702632;1.04135808;2.86957763
0.53905038;2.87762303;2.86845813
1.93257537;1.66428562;2.86733862
0.08571497;1.61765779;2.86621912
1.41583318;2.89938015;2.86509961
1.30085364;1.05607962;2.86398010
0.14068474;2.49271702;2.86286060
1.96630605;2.21711081;2.86174109
0.43422190;1.18730768;2.86062159
0.86824245;2.98127483;2.85950208
1.75987310;1.36554166;2.85838258
0.01128341;1.95455031;2.85726307
1.69823365;2.70126678;2.85614357
0.95884993;1.01142089;2.85502406
0.36267328;2.75661798;2.85390456
1.98086840;1.87262283;2.85278505
0.19083299;1.43145304;2.85166555
1.21257038;2.96564867;2.85054604
1.49545839;1.14451849;2.84942654
0.05695825;2.29607683;2.84830703
1.89521045;2.41862466;2.84718752
0.62274291;1.08677383;2.84606802
0.66136223;2.92805361;2.84494851
1.87643567;1.54451001;2.84382901
0.04623612;1.74388643;2.84270950
1.53017748;2.83295745;2.84159000
1.17168695;1.02785087;2.84047049
0.21687014;2.60074914;2.83935099
1.98307362;2.08600696;2.83823148
0.33333342;1.27266022;2.83711198
1.00026818;2.98645905;2.83599247
1.66601964;1.27257241;2.83487297
0.01771493;2.08647617;2.83375346
1.78256992;2.59964400;2.83263396
0.82804426;1.02941057;2.83151445
0.47127408;2.83167483;2.83039495
1.95146764;1.74394833;2.82927544
0.12562970;1.54618704;2.82815593
1.33811993;2.92507217;2.82703643
1.37548294;1.08966619;2.82591692
0.10838874;2.41753252;2.82479742
1.93929483;2.29433950;2.82367791
0.50631762;1.14865272;2.82255841
0.78899262;2.96103685;2.82143890
1.80459463;1.43401204;2.82031940
0.02460104;1.87387235;2.81919989
1.63389774;2.75171731;2.81808039
1.04035275;1.01772288;2.81696088
0.30687393;2.69689443;2.81584138
1.98162483;1.95434144;2.81472187
0.24550109;1.37072477;2.81360237
1.13124624;2.97345352;2.81248286
1.56065912;1.19372612;2.81136335
0.04216766;2.21575407;2.81024385
1.85182720;2.48780826;2.80912434
0.70146530;1.06511237;2.80800484
0.58871476;2.89081489;2.80688533
1.90480190;1.62104539;2.80576583
0.07705630;1.66831963;2.80464632
1.45639898;2.86781234;2.80352682
1.24960712;1.05202668;2.80240731
0.17579103;2.53027638;2.80128781
1.96571822;2.16569736;2.80016830
0.39997666;1.22566764;2.79904880
0.91940350;2.97604899;2.79792929
1.71857097;1.33489136;2.79680979
0.02110669;2.00504150;2.79569028
1.72503735;2.65735810;2.79457078
0.90944085;1.02576355;2.79345127
0.40883146;2.77935464;2.79233176
1.96212130;1.82469947;2.79121226
0.17235078;1.47948515;2.79009275
1.25861628;2.94264804;2.78897325
1.44594341;1.13044354;2.78785374
0.08402674;2.33986865;2.78673424
1.90476117;2.36803015;2.78561473
0.58156365;1.11769126;2.78449523
0.71262388;2.93299994;2.78337572
1.84191975;1.50628066;2.78225622
0.04593683;1.79539717;2.78113671
1.56514340;2.79512295;2.78001721
1.12034745;1.03220340;2.77889770
0.25771607;2.63216456;2.77777820
1.97410243;2.03525786;2.77665869
0.30572676;1.31618569;2.77553918
1.05001227;2.97294002;2.77441968
1.62016856;1.24900190;2.77330017
0.03567382;2.13480861;2.77218067
1.80190969;2.55184043;2.77106116
0.78151887;1.05166506;2.76994166
0.52064087;2.84662366;2.76882215
1.92509692;1.69961086;2.76770265
0.11519629;1.59671479;2.76658314
1.37990618;2.89479829;2.76546364
1.32420623;1.08383592;2.76434413
0.14232071;2.45642487;2.76322463
1.94047175;2.24273219;2.76210512
0.47063849;1.18596774;2.76098562
0.84050920;2.95754812;2.75986611
1.76419940;1.40183942;2.75874661
0.03272963;1.92487732;2.75762710
1.66229897;2.70857005;2.75650759
0.99027637;1.03042769;2.75538809
0.35242236;2.72129000;2.75426858
1.96444486;1.90560333;2.75314908
0.22531293;1.41830367;2.75202957
1.17824704;2.95193603;2.75091007
1.51143726;1.17791292;2.74979056
0.06784953;2.26063243;2.74867106
1.86313350;2.43734465;2.74755155
0.65907747;1.09475135;2.74643205
0.64000849;2.89751903;2.74531254
1.87144552;1.58149611;2.74419304
0.07501208;1.72002477;2.74307353
1.49278460;2.83100879;2.74195403
1.19791293;1.05466211;2.74083452
0.21574316;2.56319884;2.73971501
1.95842158;2.11443672;2.73859551
0.37078880;1.26844384;2.73747600
0.96981122;2.96414768;2.73635650
1.67331853;1.30967928;2.73523699
0.03751850;2.05418357;2.73411749
1.74606479;2.60999775;2.73299798
0.86196714;1.04655478;2.73187848
0.45791392;2.79602258;2.73075897
1.93711761;1.77928352;2.72963947
0.16018174;1.52988951;2.72851996
1.30160157;2.91363340;2.72740046
1.39462845;1.12287614;2.72628095
0.11681790;2.38006993;2.72516145
1.90766168;2.31622368;2.72404194
0.54447726;1.15399346;2.72292244
0.76449841;2.93120642;2.72180293
1.80240089;1.47261489;2.72068342
0.05241322;1.84691541;2.71956392
1.59511055;2.75270836;2.71844441
1.06960730;1.04331321;2.71732491
0.30268153;2.65818507;2.71620540
1.95844655;1.98571162;2.71508590
0.28386890;1.36333602;2.71396639
1.09795820;2.95286268;2.71284689
1.57121753;1.23148882;2.71172738
0.06001180;2.18076055;2.71060788
1.81493118;2.50148795;2.70948837
0.73793867;1.08006786;2.70836887
0.57198374;2.85504336;2.70724936
1.89285852;1.65876108;2.70612986
0.11145107;1.64862853;2.70501035
1.41768885;2.85898509;2.70389084
1.27214621;1.08479971;2.70277134
0.18141845;2.49082850;2.70165183
1.93480288;2.19095205;2.70053233
0.43989848;1.22803262;2.69941282
0.89158516;2.94721661;2.69829332
1.71950935;1.37501792;2.69717381
