# HI_OFFSET:4;3;2
# SI_DISTORTION:3;2;1
# SI_ROTATION:0;0;0
X;Y;Z
2.54002746;2.19579865;2.77555110
4.26372106;4.26014860;2.77154309
5.09058490;1.94408885;2.76753507
2.11200770;3.28961508;2.76352705
5.69788700;3.64130326;2.75951904
3.39351669;1.75367102;2.75551102
3.17865818;4.20047892;2.75150301
5.83453184;2.48113197;2.74749499
2.10886058;2.55346482;2.74348697
4.94826126;4.18871329;2.73947896
4.50851277;1.68797744;2.73547094
2.28477162;3.74316127;2.73146293
6.03040136;3.22583623;2.72745491
2.72386160;1.91247639;2.72344689
3.83809388;4.38491166;2.71943888
5.53167515;2.04608424;2.71543086
1.89180772;3.01371295;2.71142285
5.57741367;3.94465619;2.70741483
3.79286093;1.58514813;2.70340681
2.71205247;4.14285472;2.69939880
6.11917451;2.73585832;2.69539078
2.15992608;2.23637216;2.69138277
4.58615673;4.39905744;2.68737475
4.99047871;1.69768734;2.68336673
1.93962646;3.51687371;2.67935872
6.05324443;3.54946446;2.67535070
3.03800021;1.66362889;2.67134269
3.35214909;4.42552433;2.66733467
5.93131562;2.23696520;2.66332665
1.79239861;2.69146474;2.65931864
5.32131285;4.22732668;2.65531062
4.27050887;1.49311665;2.65130261
2.26592299;3.99377269;2.64729459
6.29573173;3.04833815;2.64328657
2.34898476;1.92584814;2.63927856
4.12959470;4.54216115;2.63527054
5.47324295;1.79942165;2.63126253
1.68757268;3.22275640;2.62725451
5.93877752;3.88071083;2.62324649
3.46059037;1.47132147;2.61923848
2.84422277;4.37559721;2.61523046
6.25490295;2.50420579;2.61122244
1.82652541;2.34761159;2.60721443
4.94524068;4.46542345;2.60320641
4.79080648;1.48808045;2.59919840
1.87706984;3.76154907;2.59519038
6.34559971;3.39591958;2.59118236
2.66677389;1.64688923;2.58717435
3.61067350;4.60383958;2.58316633
5.91888177;1.98915359;2.57915832
1.55237547;2.88083003;2.57515030
5.68982591;4.19418160;2.57114228
3.96384029;1.35292570;2.56713427
2.35231474;4.23488779;2.56312625
6.47429257;2.83087486;2.55911824
1.99769727;2.00725799;2.55511022
4.47205968;4.63893419;2.55110220
5.31668619;1.57443516;2.54709419
1.57716456;3.45965451;2.54308617
6.25917874;3.75444287;2.53907816
3.09584901;1.42156048;2.53507014
3.06457414;4.57575176;2.53106212
6.29310408;2.25715282;2.52705411
1.54934759;2.51369518;2.52304609
5.31806650;4.46637815;2.51903808
4.51534063;1.32043387;2.51503006
1.91239006;4.00920056;2.51102204
6.56896062;3.19649408;2.50701403
2.30021102;1.69469765;2.50300601
3.93060711;4.73258877;2.49899800
5.81147424;1.75039111;2.49498998
1.39132670;3.10594338;2.49098196
6.03613781;4.09946455;2.48697395
3.61164603;1.26796505;2.48296593
2.52771330;4.45568093;2.47895792
6.56691009;2.58861970;2.47494990
1.68476896;2.14530606;2.47094188
4.84320224;4.67687074;2.46693387
5.07987797;1.37996427;2.46292585
1.55652893;3.70992923;2.45891784
6.52690684;3.57821770;2.45490982
2.71968768;1.43212976;2.45090180
3.35398677;4.73656627;2.44689379
6.24087683;2.00822476;2.44288577
1.33691047;2.72156711;2.43887776
5.68520416;4.40761133;2.43486974
4.18401704;1.19933823;2.43086172
2.03568423;4.24750895;2.42685371
6.71808754;2.96463648;2.42284569
1.95574929;1.79959006;2.41883768
4.29165810;4.80938083;2.41482966
5.62150010;1.53155144;2.41082164
1.31118749;3.35327755;2.40681363
6.34514631;3.95219456;2.40280561
3.23409492;1.23843079;2.39879760
2.77756497;4.64693969;2.39478958
6.57491193;2.33485625;2.39078156
1.42266599;2.32967491;2.38677355
5.22346141;4.65791799;2.38276553
4.77910827;1.22337711;2.37875752
1.62118989;3.96086252;2.37474950
6.73237719;3.36336188;2.37074148
2.35058234;1.49904024;2.36673347
3.69488959;4.85265933;2.36272545
6.10565582;1.76926223;2.35871743
1.19573771;2.95920758;2.35470942
6.02971776;4.29500280;2.35070140
3.81519824;1.12809288;2.34669339
2.23682229;4.46580353;2.34268537
6.78962241;2.71272495;2.33867735
1.64836575;1.95399506;2.33466934
4.67518415;4.83304170;2.33066132
5.36145212;1.34187165;2.32665331
1.31212647;3.61044102;2.32264529
6.60420238;3.76139128;2.31863727
2.84958935;1.26338372;2.31462926
3.08740938;4.80108712;2.31062124
6.50125852;2.08164379;2.30661323
1.22140196;2.55017844;2.30260521
5.59518800;4.58505978;2.29859719
4.43035733;1.11040892;2.29458918
1.76520300;4.20106354;2.29058116
6.86844673;3.12091471;2.28657315
2.00493725;1.61738779;2.28256513
4.07027121;4.92026796;2.27855711
5.89614220;1.55067067;2.27454910
1.12994718;3.21506020;2.27054108
6.33690338;4.13519920;2.26653307
3.42641071;1.10841387;2.26252505
2.50465062;4.65495226;2.25851703
6.78254096;2.45248348;2.25450902
1.39065866;2.14975011;2.25050100
5.06367230;4.80391822;2.24649299
5.04456312;1.18896012;2.24248497
1.39209530;3.86589498;2.23847695
6.80315601;3.53646383;2.23446894
2.47510295;1.34045805;2.23046092
3.44236644;4.91224319;2.22645291
6.35096027;1.83999037;2.22244489
1.08840957;2.79646551;2.21843687
5.94245484;4.46257787;2.21442886
4.04967426;1.04505867;2.21042084
1.98079335;4.42038308;2.20641283
6.93058721;2.86183864;2.20240481
1.69715995;1.78113420;2.19839679
4.46342382;4.93736997;2.19438878
5.62259634;1.36143998;2.19038076
1.14106378;3.47789839;2.18637275
6.59429796;3.93578394;2.18236473
3.03449372;1.14031095;2.17835671
2.82677585;4.80738828;2.17434870
6.69832912;2.19504964;2.17034068
1.19278326;2.37798350;2.16633267
5.44067998;4.72398731;2.16232465
4.68494406;1.07874182;2.15831663
1.54668168;4.10893921;2.15430862
6.93445036;3.28727736;2.15030060
2.12616876;1.46577666;2.14629259
3.82707327;4.97629196;2.14228457
6.13118180;1.61982602;2.13827655
1.02843840;3.05800120;2.13426854
6.25112020;4.29610487;2.13026052
3.65317219;1.02952310;2.12625251
2.25830227;4.60996834;2.12224449
6.91697672;2.59699571;2.11823647
1.43956505;1.98308973;2.11422846
4.85800628;4.90373765;2.11022044
5.29683635;1.20907401;2.10621242
1.22795328;3.73688393;2.10220441
6.79179023;3.70525787;2.09819639
2.65548994;1.22205491;2.09418838
3.18962098;4.91718467;2.09018036
6.54101263;1.95088953;2.08617234
1.06234254;2.62916920;2.08216433
5.79097732;4.59686144;2.07815631
4.29747699;1.01538969;2.07414830
1.76912387;4.32981448;2.07014028
6.99321492;3.02406624;2.06613226
1.81671783;1.63397671;2.06212425
4.22583572;4.99093510;2.05811623
5.85117937;1.42989234;2.05410822
1.04349018;3.32418061;2.05010020
6.50899435;4.09256619;2.04609218
3.25684087;1.06416543;2.04208417
2.58629877;4.76237223;2.03807615
6.82852674;2.33701324;2.03406814
1.24221597;2.21500325;2.03006012
5.23825694;4.82094131;2.02605210
4.93208004;1.09949091;2.02204409
1.38684005;3.98171446;2.01803607
6.92175849;3.45291954;2.01402806
2.30441863;1.35020537;2.01002004
3.57862501;4.98013668;2.00601202
6.31709068;1.72964491;2.00200401
1.00428064;2.89327213;1.99799599
6.10077601;4.42772778;1.99398798
3.89758082;1.00126632;1.98997996
2.05042688;4.51985286;1.98597194
6.97733195;2.75726855;1.98196393
1.55886013;1.83830341;1.97795591
4.62288833;4.95572115;1.97394790
5.52213620;1.27760259;1.96993988
1.13279892;3.58450823;1.96593186
6.70603752;3.86005498;1.96192385
2.87627116;1.14751893;1.95791583
2.95178880;4.87167576;1.95390782
6.66885082;2.09209764;1.94989980
1.11275829;2.46771520;1.94589178
5.58927377;4.69231090;1.94188377
4.54269711;1.03692474;1.93787575
1.61139117;4.20280904;1.93386774
6.97919706;3.18868899;1.92985972
1.99500206;1.51968449;1.92585170
3.97852154;4.99383082;1.92184369
6.03539932;1.53995573;1.91783567
1.02080367;3.15994186;1.91382766
6.35798540;4.22324021;1.90981964
3.50091131;1.03688825;1.90581162
2.37954878;4.67163992;1.90180361
6.88746349;2.49732143;1.89779559
1.36265641;2.07074962;1.89378758
5.00270551;4.87204520;1.88977956
5.15693156;1.16890123;1.88577154
1.29285923;3.82880639;1.88176353
6.83455094;3.60766495;1.87775551
2.52634358;1.27632440;1.87374749
3.34048396;4.93360094;1.86973948
6.44418047;1.87182951;1.86573146
1.05627376;2.73134724;1.86172345
5.89731512;4.52286152;1.85771543
4.14391112;1.02384482;1.85370741
1.89285495;4.39150235;1.84969940
6.96181116;2.92290169;1.84569138
1.73938612;1.72388655;1.84168337
4.37365643;4.95768994;1.83767535
5.70692238;1.38928353;1.83366733
1.11134006;3.41872834;1.82965932
6.55246057;3.99137790;1.82565130
3.12303423;1.12091855;1.82164329
2.74363445;4.77916754;1.81763527
6.72703360;2.25444292;1.81362725
1.23591001;2.32222487;1.80961924
5.35032648;4.74311795;1.80561122
4.76986959;1.10814034;1.80160321
1.51750114;4.04742860;1.79759519
6.88933774;3.34529931;1.79358717
2.22091608;1.44559865;1.78957916
3.73710109;4.94560091;1.78557114
6.16323561;1.68496225;1.78156313
1.07517196;2.99550898;1.77755511
6.15008892;4.31918988;1.77354709
3.75148150;1.06090188;1.76953908
2.22024071;4.54022736;1.76553106
6.87006926;2.66609308;1.76152305
1.54788377;1.95481307;1.75751503
4.74831345;4.87298904;1.75350701
5.34456777;1.28375335;1.74949900
1.27254554;3.65929881;1.74549098
6.67621809;3.74128333;1.74148297
2.77910304;1.25018909;1.73747495
3.12827534;4.83796231;1.73346693
6.50216710;2.03842086;1.72945892
1.18399870;2.58273814;1.72545090
5.65166365;4.57390676;1.72144289
4.37639304;1.09798460;1.71743487
1.79800459;4.23145780;1.71342685
6.86781897;3.08347365;1.70941884
1.97253985;1.64872730;1.70541082
4.12566473;4.90691908;1.70140281
5.83706192;1.53924308;1.69739479
1.16912924;3.24950237;1.69338677
6.33700338;4.08935153;1.68937876
3.38139569;1.14690594;1.68537074
2.58052256;4.64266942;1.68136273
6.70720876;2.42879430;1.67735471
1.42876526;2.20322024;1.67334669
5.08701651;4.74284096;1.66933868
4.96293133;1.22802920;1.66533066
1.49835096;3.87163472;1.66132265
6.72359879;3.48309660;1.65731463
2.48357293;1.41974936;1.65330661
3.51776803;4.84517739;1.64929860
6.22159230;1.85843019;1.64529058
1.20976261;2.84157510;1.64128257
5.89376235;4.37105578;1.63727455
3.99281302;1.13935406;1.63326653
2.12323996;4.37286862;1.62925852
6.77009318;2.83313464;1.62525050
1.79223434;1.87757099;1.62124249
4.48977786;4.81861151;1.61723447
5.47885529;1.44127644;1.61322645
1.33508066;3.48249944;1.60921844
6.44935042;3.84273449;1.60521042
3.04960928;1.27883737;1.60120240
2.95884012;4.69387326;1.59719439
6.47919580;2.22136523;1.59318637
1.38812141;2.45875844;1.58917836
5.37476809;4.57215491;1.58517034
4.57808180;1.22523912;1.58116232
1.78004494;4.04618103;1.57715431
6.69135539;3.22781021;1.57314629
2.24999353;1.62293373;1.56913828
3.89533166;4.79963445;1.56513026
5.89652400;1.72290720;1.56112224
1.31346571;3.08744078;1.55711423
6.06496901;4.14279900;1.55310621
3.63610145;1.23141414;1.54909820
2.47980923;4.46462487;1.54509018
6.59892891;2.60552802;1.54108216
1.68936425;2.12256452;1.53707415
4.81280754;4.68352788;1.53306613
5.10380847;1.39645801;1.52905812
1.56726781;3.68365599;1.52505010
6.48037998;3.58995630;1.52104208
2.77189339;1.45189014;1.51703407
3.33865080;4.69027606;1.51302605
6.19464591;2.05390634;1.50901804
1.42983845;2.71006981;1.50501002
5.59715888;4.36757572;1.50100200
4.20742409;1.27697426;1.49699399
2.10637326;4.17390303;1.49298597
6.57863119;2.98718676;1.48897796
2.09094990;1.85143103;1.48496994
4.24321446;4.70179539;1.48096192
5.54055813;1.63952856;1.47695391
1.49285728;3.30851693;1.47294589
6.15493426;3.89889204;1.46893788
3.32382899;1.37162763;1.46492986
2.85214069;4.50066232;1.46092184
6.35967306;2.41217549;1.45691383
1.67169422;2.37277198;1.45290581
5.07788898;4.50624369;1.44889780
4.72904540;1.40903012;1.44488978
1.85734652;3.84209190;1.44088176
6.42518948;3.34283484;1.43687375
2.56390034;1.65954464;1.43286573
3.70174635;4.62961661;1.42885772
5.86471817;1.93632810;1.42484970
1.55575790;2.94477776;1.42084168
5.74022326;4.13741935;1.41683367
3.86975252;1.38340933;1.41282565
2.46362071;4.24616200;1.40881764
6.38676237;2.77382300;1.40480962
2.01829175;2.09532475;1.40080160
4.54254972;4.55362201;1.39679359
5.16963994;1.61539285;1.39278557
1.74339014;3.49233054;1.38877756
6.15429778;3.65061489;1.38476954
3.07442040;1.55590154;1.38076152
3.22244122;4.47565076;1.37675351
6.06003561;2.26508676;1.37274549
1.74578574;2.61582025;1.36873747
5.26754025;4.29292498;1.36472946
4.37378161;1.48237120;1.36072144
2.19456889;3.94658685;1.35671343
6.28025610;3.11454170;1.35270541
2.44169487;1.89366885;1.34869739
4.02794383;4.51060415;1.34468938
5.50300438;1.87875699;1.34068136
1.76619637;3.14922181;1.33667335
5.78975013;3.89163381;1.33266533
3.58574719;1.54365975;1.32865731
2.83560492;4.25420129;1.32464930
6.11873452;2.60155322;1.32064128
2.04398693;2.34303660;1.31663327
4.77263160;4.35821517;1.31262525
4.80224194;1.65764441;1.30861723
2.05874812;3.62518480;1.30460922
6.05367163;3.41096350;1.30060120
2.90814792;1.77892056;1.29659319
3.57028194;4.38426406;1.29258517
5.70963158;2.17752199;1.28857715
1.91816600;2.83752560;1.28456914
5.36235822;4.05106282;1.28056112
4.06005034;1.61982042;1.27655311
2.56610215;3.98459719;1.27254509
6.04213955;2.92021154;1.26853707
2.42340898;2.14466298;1.26452906
4.29396022;4.33202022;1.26052104
5.12543899;1.89276498;1.25651303
2.06133013;3.30754966;1.25250501
5.72924091;3.64184282;1.24849699
3.37959963;1.75671917;1.24448898
3.20342312;4.18764805;1.24048096
5.77777392;2.48672822;1.23647295
2.18258070;2.58100844;1.23246493
4.90867266;4.11888941;1.22845691
4.46010578;1.77525748;1.22444890
2.43218590;3.69042569;1.22044088
5.84074385;3.19535152;1.21643287
2.85012511;2.03498620;1.21242485
3.87118295;4.21910185;1.20841683
5.31884293;2.16627600;1.20440882
2.19866470;3.02066932;1.20040080
5.33711793;3.78882603;1.19639279
3.81502690;1.82704481;1.19238477
2.95777701;3.93930958;1.18837675
5.70372722;2.77886720;1.18436874
2.53422882;2.40176633;1.18036072
4.46987547;4.09008934;1.17635271
4.75020499;1.99510694;1.17234469
2.44530625;3.39886080;1.16833667
5.53362806;3.40158887;1.16432866
3.28415737;2.02429137;1.16032064
3.54451839;4.02983516;1.15631263
5.36300409;2.45230480;1.15230461
2.45901329;2.79261230;1.14829659
4.91453005;3.83624994;1.14428858
4.17073686;1.98482814;1.14028056
2.86088276;3.66271692;1.13627255
5.49064523;3.02397385;1.13226453
2.94041179;2.32083631;1.12825651
4.09178567;3.96358339;1.12424850
4.89483554;2.25958629;1.12024048
2.61218531;3.14073599;1.11623246
5.14686959;3.51267546;1.11222445
3.67933318;2.12068931;1.10821643
3.35705567;3.77878525;1.10420842
5.23995852;2.72051714;1.10020040
2.82546842;2.65444941;1.09619238
4.50560721;3.76802730;1.09218437
4.39687930;2.22262963;1.08817635
2.94342650;3.38581730;1.08416834
5.14300480;3.18689831;1.08016032
3.36243692;2.36332033;1.07615230
3.82950261;3.73716715;1.07214429
4.84893799;2.54589564;1.06813627
2.94524055;2.95391205;1.06412826
4.70856738;3.49331829;1.06012024
3.97811675;2.33962841;1.05611222
3.37012836;3.47921409;1.05210421
4.91367330;2.93295647;1.04809619
3.28920019;2.65304057;1.04408818
4.16470760;3.54968941;1.04008016
4.41358761;2.54464515;1.03607214
3.27674300;3.14110775;1.03206413
4.63324830;3.20754898;1.02805611
3.76215470;2.59388532;1.02404810
3.78424350;3.37151709;1.02004008
4.47947395;2.84171945;1.01603206
3.55447888;2.91399588;1.01202405
4.19727715;3.21581061;1.00801603
4.05181292;2.82448155;1.00400802
4.00000000;3.00000000;1.00000000
