# DISTRIBUTION_STYLE: random
# NOISE: 0.001
# POINT_AMOUNT: 2000
# ANGULAR_CONSTRAINT-DEG: 45
# HI-X-Y-Z-OFFSET: 1,2,3
# SI-X-Y-Z-DISTORTION: 4,5,6
# SI-X-Y-Z-ROTATION-DEG: 10,20,30
# IRON_ERROR_MATRIX_FORMAT-RAD:
# [3.25519073, -2.20484805, 2.27113384, 1.00000000]
# [1.87938524, 4.41282060, 0.10816987, 2.00000000]
# [-1.36808057, 0.81587956, 5.55249947, 3.00000000]
# [0.00000000, 0.00000000, 0.00000000, 1.00000000]
X;Y;Z
-0.37611660;2.73482973;7.91611574
5.31163240;0.41677691;5.63333689
5.33914946;0.52296767;5.62306720
0.14611814;4.62660523;7.65915440
4.36183184;4.35348068;5.93180949
3.82494649;4.88999740;6.13481339
1.97735562;-1.23389566;7.00828873
4.23679092;4.49566712;5.96393547
3.05715759;5.38760522;6.43325147
2.26957738;-1.35854424;6.87235703
-0.15887486;1.26528875;7.80989889
5.03530541;3.27200473;5.65317007
2.41871198;-1.41325320;6.79896710
-0.42412060;2.91617827;7.88307485
-0.23547928;1.45785707;7.82764664
4.88236638;-0.56378540;5.76606993
5.44883671;1.35767366;5.49336236
4.86683995;3.61746035;5.67698167
0.72331805;-0.31939930;7.45424664
-0.30880023;3.79627126;7.78842573
1.96551021;5.66844265;6.81310565
5.18090531;2.92239444;5.54352316
1.77186558;-1.19447492;7.02220374
0.41052042;5.07535960;7.44847445
4.04351833;4.73258873;5.96687627
4.90943752;3.56219502;5.63585195
4.93153875;-0.50873062;5.69519790
5.45202519;1.27859326;5.44292742
2.28599799;5.67089224;6.64849577
4.01462932;-1.33932720;6.06805321
5.45019106;1.65117635;5.42236261
5.45482583;1.14147683;5.43151153
0.69713784;-0.37161701;7.40260314
4.96429178;-0.48352956;5.64844184
2.53598175;-1.51461689;6.66411409
2.89893137;-1.57119501;6.50791701
2.52355032;5.63833688;6.51427186
3.72014953;5.03625371;6.03530888
5.03352152;-0.38545619;5.59363855
-0.08302697;4.55622660;7.58242101
0.48538210;5.22257191;7.34051497
0.66614755;-0.39334767;7.36426931
0.83993700;5.47686477;7.17867219
4.94474787;-0.54321435;5.61803945
-0.46173822;1.87603091;7.77106676
4.06625941;4.75026432;5.86409088
3.76279195;-1.48856008;6.10040897
3.12829602;-1.60563424;6.35544005
-0.50792649;3.44886547;7.74399509
5.09188054;3.22241933;5.45720007
1.50055513;-1.14834435;7.00255130
3.95566263;-1.42312781;5.99128654
0.58564571;5.36144901;7.24444312
5.39389789;2.23514987;5.32269145
4.82140825;3.76589010;5.52534714
1.76183705;5.76711150;6.73502350
4.28249352;-1.25697127;5.83776695
0.84371016;5.53866882;7.10897339
4.79283471;3.82648638;5.51673343
0.12639242;4.98280049;7.39944229
4.56068993;4.18117793;5.59394993
5.45065172;0.82983585;5.30236106
4.48860339;-1.10962987;5.72825205
3.46818961;5.26278750;6.01029482
-0.05804867;4.78230998;7.45438319
4.87345639;3.69907158;5.45959523
-0.37082037;4.21221675;7.58249723
0.22081879;0.03924543;7.42628991
1.78126725;5.80139627;6.66857883
5.48691354;1.47547872;5.23241158
-0.58172145;2.01445447;7.69661530
5.37126945;0.38267406;5.29110188
5.46732456;1.79316241;5.22174742
3.83586207;-1.53225549;5.95340268
-0.02754720;0.38904096;7.48080572
4.85359117;-0.75905795;5.50543553
-0.42884731;1.29821463;7.61899123
2.32708218;5.77576848;6.40160052
0.00166926;0.30317132;7.45207930
5.02883646;3.40765697;5.33356723
1.97962718;5.83221423;6.53361998
-0.61362108;3.58571035;7.63430039
5.34407306;0.24063636;5.25925574
0.91303137;5.66380762;6.96244389
-0.57935969;1.72071949;7.63851697
5.45729572;0.76720975;5.18921188
-0.00937719;0.26892543;7.42222222
0.32339114;-0.22264878;7.29116475
3.96930046;4.89819909;5.69666399
5.49788272;1.53077040;5.13884749
3.40805826;5.34938288;5.90824873
0.26767796;-0.17149327;7.29942656
-0.70711760;2.29565111;7.63969265
-0.73488678;2.73032157;7.64085692
5.49440226;1.62009366;5.10921095
1.40452347;5.84674661;6.69793920
-0.74917959;2.84595998;7.63072061
2.72671768;5.70727805;6.15345503
2.15326306;-1.62388751;6.52578755
0.98462638;5.75053172;6.85613624
-0.68382219;1.93718534;7.60477716
1.89707726;5.88881724;6.46868257
5.36718737;0.22974537;5.15903906
3.82140564;5.06029630;5.68866975
-0.36795364;4.55953585;7.40724018
0.48991343;-0.51778943;7.14747702
0.08961634;5.20217513;7.20142120
0.64561724;5.62872746;6.95560486
0.69299472;-0.74467645;7.05716392
-0.22441734;0.50246390;7.39884016
3.48808767;-1.72476044;5.92548440
3.05908910;5.57955378;5.95071758
-0.19349481;4.90288069;7.29517550
2.02608488;-1.62621631;6.51203441
0.40419570;-0.46922947;7.14837259
0.64969768;5.66238950;6.91249995
5.49726415;1.65226939;5.00727119
5.20007888;-0.24807014;5.15945239
4.75065124;3.96234652;5.25629251
0.92095845;-1.00812534;6.91995162
4.51201404;4.32971607;5.34159377
1.42215142;5.91703903;6.57192202
5.31588141;0.03884801;5.08606059
0.14131110;-0.17805103;7.20570107
2.93572175;5.66877494;5.94351522
-0.62952432;1.34356577;7.47592882
4.69001397;-1.04757219;5.34296149
2.52308535;-1.79723977;6.24661497
2.05489540;-1.67827113;6.43085624
-0.86568783;2.63990500;7.53093898
4.03217238;4.89283702;5.48308917
-0.83672714;2.23522162;7.52157670
-0.79362174;3.66272606;7.47285938
-0.74000557;1.64685377;7.48736309
5.38778911;0.26363521;4.99190864
-0.82209409;2.03055237;7.50411014
2.64295938;5.80490603;5.99973652
-0.74665372;1.62512070;7.46461888
4.23474121;4.68877718;5.36652624
-0.33720012;0.49837650;7.30865561
2.93911446;-1.85632020;6.01350712
5.15500879;3.18099091;5.00354965
-0.89361959;3.26069505;7.47075872
3.52337196;-1.79319092;5.75775832
4.14478645;4.79484921;5.37055137
2.94591000;-1.87612602;5.99414027
-0.63396003;1.12626485;7.38750967
-0.37081497;4.85602395;7.20203503
5.05086061;3.42576589;5.00468073
-0.62257656;4.41911608;7.31238975
5.48225193;0.71935866;4.87159948
-0.76401684;1.48412241;7.41242856
-0.62060093;1.03346194;7.36146976
-0.86696438;3.70004252;7.39886472
4.23137353;4.70702366;5.29212121
5.29569575;-0.07741916;4.94014161
-0.00654033;5.35493006;7.00622210
5.43591190;2.24344447;4.83570288
0.30087788;-0.55938464;6.99048874
3.06468906;-1.90335244;5.87014053
5.08283916;-0.56868621;5.01861546
0.54800012;5.77353746;6.74525295
-0.08226023;-0.08446635;7.12026161
-0.47586780;4.81365337;7.17281555
0.14933287;5.52370167;6.90113514
1.17639236;-1.36088871;6.61028553
1.88653589;6.03214043;6.17689368
3.03409802;5.67598077;5.70286844
-0.64311420;4.53434199;7.22807099
3.80957773;5.14839676;5.38564328
4.11440151;4.85508524;5.26733383
2.82064599;5.78997811;5.77284278
4.08368575;-1.62857940;5.39773274
-0.97130027;3.47847942;7.36309330
4.68007503;4.13737852;5.03215826
3.68823952;-1.81023213;5.54750775
5.03037777;-0.67471029;4.96959212
5.00833721;-0.71467558;4.98121034
1.45925194;6.06063324;6.28990959
-1.02824593;2.47900089;7.37509677
5.20659340;3.07684445;4.80703418
2.40229297;-1.91220693;6.04847246
2.40965450;-1.91931704;6.03840396
5.48399468;1.96875289;4.70022963
1.79761461;-1.75471160;6.27022147
-0.09979006;-0.18208022;7.02246640
2.86719998;-1.96593162;5.82985038
0.10927361;5.58805527;6.80559670
5.53433469;1.10747785;4.67817274
-0.82901199;4.27916452;7.20896125
4.80561163;3.92911025;4.90534485
-0.92181062;4.01234060;7.24982463
0.41797218;5.80074933;6.66060614
0.05820225;-0.44702168;6.91618665
-1.09604258;2.83177209;7.32540999
-0.35637728;5.17025864;6.97847878
4.01577695;-1.70140625;5.30731071
5.41622669;0.24569168;4.70121957
2.24199783;-1.93026123;6.03192678
5.12135600;-0.55319382;4.83084269
1.14297570;-1.46345439;6.46628023
2.91876283;5.78187368;5.58672558
-0.17824997;-0.16654191;6.96910344
1.44557622;6.11720055;6.17840403
0.93656331;-1.34196490;6.52470222
3.67587945;-1.86830482;5.41364814
-0.93939901;4.13331876;7.18653652
2.66003530;5.90694796;5.67228431
0.09710578;5.65466405;6.71836791
5.27426509;2.89535950;4.65285545
5.16199345;-0.48077502;4.75344100
-0.90876756;4.26709854;7.14667608
5.14454138;3.25209549;4.68768889
3.29205912;5.59055840;5.38812713
5.52152786;1.66835930;4.54972025
-1.14503747;2.35314704;7.26114705
-1.11639696;3.54036794;7.21400053
4.57635038;-1.32022635;4.98134347
1.20580505;-1.56074245;6.36483760
4.06540286;4.94320561;5.06195358
5.48048773;0.54662862;4.55368203
-0.96914580;4.20516987;7.12011469
5.14825647;3.24570908;4.63276270
1.97609978;6.12540563;5.87628511
0.81009524;-1.31398691;6.48751227
-0.03218094;-0.48545163;6.81782413
0.06601310;-0.61431854;6.76436580
3.20693890;5.64921586;5.35454588
-0.59087641;0.37398024;7.00736590
4.13987532;-1.68734488;5.10634347
5.45937929;2.13551671;4.48601097
-0.87406171;0.97657872;7.09688782
0.22945035;5.83363687;6.55477458
0.92885372;6.11466553;6.25846280
0.65621121;-1.23020519;6.50879757
5.43006567;2.31000997;4.47906497
0.09323442;-0.68270617;6.70788648
0.16154262;-0.76910690;6.68764087
1.85652891;6.16706793;5.85582965
1.09174243;-1.55625033;6.30287032
3.68522532;-1.92325810;5.25600565
2.58034257;-2.07946486;5.69734400
4.61160429;4.26261105;4.73583129
4.58212742;-1.34869506;4.86226672
-0.94034259;4.48825244;7.00336197
3.51372503;-1.99189690;5.30192389
4.00038872;5.02552295;4.95874546
4.37347605;4.61009453;4.80870312
1.12163798;-1.60762452;6.25298257
-0.33778607;-0.18147719;6.82493855
3.87598578;5.14982609;4.99256657
0.88151739;6.14346336;6.19012445
-1.05132708;1.31228764;7.07365237
1.41954460;-1.78844477;6.11411090
4.16347056;-1.70534494;4.98451791
-0.37568931;-0.15101928;6.81221157
5.08630225;3.39076153;4.50030230
2.99583561;5.80515352;5.30019425
3.82701462;5.20409995;4.96511331
-0.59358180;0.17546257;6.86878471
2.89308277;-2.12044805;5.48650695
3.81110960;-1.90360155;5.10759949
0.73640310;6.13617465;6.19917705
-0.25022461;-0.38337340;6.72561674
2.54879423;6.02509600;5.44851264
-0.85095238;4.82168038;6.86415593
1.74166866;-1.94987442;5.92878446
3.45648741;-2.04992281;5.21770278
-1.10425374;4.27767556;6.95929748
1.76505556;-1.96789644;5.90455719
4.16924506;4.86497122;4.78259560
-1.07238923;1.17071747;6.99114079
2.35862611;6.10197250;5.49091127
-0.87227415;4.85438171;6.82668153
2.04247148;6.19134736;5.60848228
-1.30621267;3.56210094;7.02910545
5.23123931;-0.38383036;4.41890502
-1.08969518;4.41859842;6.90586262
4.44809035;-1.51937152;4.75849979
5.33680879;-0.09388075;4.35522627
-0.94224432;0.75042208;6.91359095
5.45934286;0.39174367;4.29751293
5.11135325;-0.66142307;4.45412715
2.57974219;-2.16547061;5.50785365
-1.18818839;4.21253828;6.91973321
0.88314334;-1.56256353;6.18363896
5.53835254;1.18713430;4.22581782
-1.00085059;4.69336267;6.81934028
0.76695465;-1.49741077;6.21395817
-0.87237005;4.94216489;6.75187393
-1.38679156;2.48090722;7.01470720
-1.33601971;2.00300572;6.99402168
-1.21701658;1.43662661;6.94926168
-1.24356716;1.53067760;6.95116481
-1.29168464;3.96461986;6.92223652
5.53880169;1.06745301;4.18456974
1.32467866;-1.85086019;5.95959192
5.41431511;0.16289672;4.24411124
1.32749788;6.29879658;5.78358945
2.40566507;-2.18118758;5.50715979
5.38618120;2.47319283;4.18882810
-1.34978266;3.77282019;6.92400402
1.87258261;-2.07712131;5.71442320
4.43376444;4.53903718;4.53618680
-1.26390581;4.14134528;6.86790428
4.18430282;-1.75907923;4.74594146
-0.74248259;5.22391582;6.62076485
5.19822467;-0.47854056;4.30021318
1.09643950;-1.76654880;5.99316009
-1.24596265;1.35735719;6.89284892
0.50438010;6.17202085;6.06793025
5.49575093;0.63472644;4.13296118
-1.30773636;4.10863403;6.83890211
-0.25272539;-0.60026156;6.50066477
0.04627863;-0.94634001;6.38245123
-1.43512472;2.16951522;6.92199673
1.21121188;-1.85302708;5.90947165
4.31301098;4.69829834;4.51242431
5.50963231;0.73489289;4.09775434
3.89500381;5.16620657;4.66687097
-1.45639672;3.45526181;6.88319551
5.42597444;0.21442339;4.12969260
2.11455949;6.23442024;5.35494004
5.20962390;3.06182069;4.14689149
5.49377822;1.86469349;4.05544968
4.42193717;-1.59389844;4.55492810
-1.16853571;4.61044615;6.71773944
-1.43191183;3.79056770;6.83615078
3.31032695;-2.17755494;5.00377434
-1.46611603;2.10986533;6.86904802
4.60044490;4.29794722;4.34801077
2.77475647;-2.25540473;5.20803824
5.16481724;3.18651741;4.12999556
-0.32661110;-0.59973539;6.43645957
3.31152349;5.66868336;4.82099191
-0.26271224;5.83222978;6.27488338
4.77956408;3.99859116;4.25037819
2.13103174;-2.21607737;5.44921411
0.51961678;-1.46517990;6.09138868
3.81348023;5.25148357;4.60614049
0.95341451;6.34088884;5.75223851
-1.21722697;4.61512226;6.66654275
-0.28879421;-0.67939499;6.38388976
2.28461306;-2.25429587;5.36084373
-0.56466247;5.60698576;6.36226867
4.70878285;4.11986359;4.23273478
4.48388784;4.46907352;4.30902216
5.16276618;3.18728870;4.05853078
3.18242784;-2.23925865;4.96525348
-0.18564031;5.92994343;6.17714285
1.01052310;-1.82842640;5.83475732
4.41508944;4.57175840;4.32283452
0.98494780;6.37300195;5.68618056
5.50304416;1.63869449;3.91509288
-0.72888195;-0.11716308;6.49610623
0.81284404;-1.72227600;5.89790702
-1.00886941;5.09377906;6.49797107
5.20046341;-0.48904379;4.06572837
-1.59946910;2.51785412;6.78546202
-1.58606589;2.38448707;6.77682987
4.92776522;3.70779416;4.08167638
-1.55630328;2.07416488;6.75874660
4.06681103;4.99114949;4.40318650
-0.56910440;5.67169831;6.28436425
0.93029086;-1.82074752;5.80315504
4.84695244;-1.12762041;4.18366222
0.32650482;6.24217865;5.88937588
3.84919816;5.22338033;4.46500900
4.80982126;3.92990934;4.09002541
4.62204708;4.26063804;4.15327047
-0.89407725;5.33152148;6.39215313
2.12824615;6.28549594;5.13098224
4.85789943;3.84684722;4.05671859
-0.31134408;-0.77844823;6.24921168
5.22174201;2.97642312;3.91580812
2.83213273;5.99370241;4.82215856
5.49873064;0.74039460;3.83948224
0.99346065;-1.88730489;5.72394203
0.80497497;6.39365041;5.63618020
4.11125289;4.93804377;4.30197727
4.23648233;4.79772926;4.25679890
3.13348476;-2.29011529;4.83707487
-0.82169817;5.47887610;6.29310617
1.63067957;-2.17872039;5.44379487
1.04924967;-1.93696524;5.66789857
5.44563476;2.06556662;3.78969252
1.97749683;-2.28476951;5.28106424
5.42128069;2.17906560;3.78474641
1.11336389;6.43790149;5.46184008
1.05026210;-1.94320956;5.64866915
4.46666588;4.49017878;4.11911467
-1.51682437;1.45867706;6.61713979
2.71875568;-2.35744402;4.95745799
3.84523598;5.22818933;4.34670469
4.48076360;-1.58392705;4.20703509
5.12025754;3.23010666;3.84959470
0.27526694;6.28590467;5.76846595
-1.66693296;3.56559920;6.61698453
0.26148718;6.29083303;5.76139317
-1.72654253;2.95380249;6.63535936
-1.28149252;4.87225098;6.41397317
-1.69904967;3.46794077;6.60790377
0.43072135;6.35146651;5.67567131
5.50082600;0.95072288;3.70259939
3.10656369;5.83452989;4.57808156
-1.54338524;4.25041993;6.51737901
-0.61633892;5.76869094;6.10050329
3.24794505;-2.29683012;4.67124503
3.38986303;-2.26307537;4.60272701
-1.25866661;4.95406889;6.36895395
5.35369545;0.01108447;3.74607074
4.19959324;4.83705695;4.12819296
-1.08788031;5.25863286;6.27414830
-1.70614959;2.08507852;6.57985294
1.81057099;-2.30110797;5.22701517
-1.49466155;1.17766544;6.50952688
2.32432961;-2.38896008;5.00428346
-0.45569730;5.93642818;5.98306559
5.48420317;0.81972462;3.64414453
-1.77192291;3.17762756;6.55975107
5.28355141;-0.24131809;3.73919662
3.85181064;5.21705635;4.21392303
3.01239245;5.90040575;4.54082173
-1.70591604;1.91800590;6.54349012
3.96958595;5.09734956;4.14954598
2.30668589;6.26512626;4.80520517
-1.35525526;4.87402040;6.32505701
4.34061133;-1.72838655;4.12467414
4.17981741;4.85377982;4.04847042
-1.29657164;5.01105069;6.28206771
2.62459419;-2.41344300;4.82189592
5.48168458;1.47742642;3.57548855
3.29417613;5.71598759;4.38084806
5.47650362;1.62048048;3.56974329
-1.62914399;4.25052051;6.41764638
4.21059125;-1.84750250;4.13525740
-1.62208766;4.30389885;6.39798798
1.60411634;-2.27763837;5.20754064
-0.69712613;-0.55078054;6.10309744
-1.63209388;1.41362429;6.44756291
3.59969503;-2.20972661;4.37949361
-1.30607723;0.49325653;6.32600384
3.78467460;5.29117466;4.14746908
3.65698780;5.40471265;4.19371739
1.88832836;6.41709821;4.88907371
3.11903050;5.84606670;4.39543340
5.31534222;-0.11994405;3.60959530
4.08847325;4.94951580;3.99635390
-0.72031505;5.82151268;5.94286259
5.42963500;0.44263348;3.53742925
-1.63357828;1.31087116;6.40145773
2.76801215;-2.43732530;4.66761155
-0.26997923;-1.10999024;5.88217815
0.68752394;6.49031367;5.34252109
-0.70386819;5.84518060;5.90906450
-1.24216891;5.22953836;6.13862305
3.82458499;5.24469400;4.05900883
3.37542041;-2.31308185;4.39017502
-1.15365111;0.08288483;6.19402145
-1.81100647;1.98199887;6.41881444
5.46786384;1.50533087;3.44242809
5.42643136;1.90891275;3.45541294
0.71213864;6.50747745;5.28028202
5.45856018;1.63190431;3.43882094
-1.21611844;5.30391355;6.08306742
-1.35011071;5.10888707;6.14242237
0.80564138;6.52696776;5.23110558
0.83552315;-2.01514015;5.37254447
4.57169516;4.27439942;3.72492944
1.92448301;6.41802889;4.75283568
5.46396427;1.42001911;3.40607508
3.87369424;5.19013402;3.97172211
0.03358685;6.35371659;5.52217446
5.44733529;0.64727978;3.41266931
1.16356295;6.54896439;5.04082895
3.97938068;5.07270711;3.91108006
5.43086571;1.79453064;3.37946799
-1.45463267;4.97749631;6.13120967
5.43712964;1.71672807;3.37010835
1.76812504;6.47209121;4.77497307
5.46393844;1.19170103;3.35932859
3.86447346;-2.10257720;4.07715708
0.99680075;6.55475918;5.07448719
-1.81013530;1.66499058;6.30786912
-1.95585092;2.97378128;6.33726906
2.51316229;6.20135487;4.44313687
0.34530582;-1.74203023;5.49111945
5.17193754;2.95043096;3.40900409
-1.19386027;5.42809327;5.97197573
2.15631547;-2.47869208;4.74067811
5.31432136;2.45616958;3.35872657
-0.15019412;-1.34887438;5.65880749
-0.73799778;-0.69660977;5.88639967
1.12164338;-2.21334552;5.14176363
2.61401093;-2.49681912;4.53669310
1.74486184;-2.41574587;4.88626199
4.10783720;4.91214718;3.77482803
2.15243693;-2.48452990;4.71593771
5.40698602;0.47311064;3.31486425
1.71051988;6.49836817;4.70143242
2.04853037;-2.48244621;4.74253790
1.20202299;6.57243658;4.90003879
3.73275904;-2.19634871;4.03537001
4.20298539;4.79332456;3.70476597
-1.96290449;2.22465383;6.26958684
5.25853030;-0.19932231;3.35552958
-1.58368986;0.74098781;6.13373560
-1.93587497;1.97065512;6.24537171
4.08426844;-1.96823389;3.85434418
3.28970236;-2.38681524;4.18885913
4.69476325;4.02574022;3.48846083
-1.77142391;4.45862134;6.11340337
5.03592707;3.29126015;3.35133795
-0.84390154;5.90094012;5.69280220
-0.12970079;6.36209169;5.38779802
3.85507018;-2.12777899;3.93001230
-0.90984331;5.84299099;5.71464241
4.31910923;4.62451432;3.59401420
4.38938337;4.51263099;3.56267791
3.88892301;-2.10714249;3.89176503
4.50436424;-1.59022878;3.62692376
-0.66009975;-0.90572965;5.71678875
-1.74176493;1.04449537;6.11637017
-1.94098408;3.98132340;6.14116329
5.24147249;-0.22845162;3.28238310
5.29836210;2.40032376;3.19759678
-1.80021216;1.19515420;6.12275949
0.16588381;6.49009656;5.21438342
5.43542761;1.24953451;3.15855652
5.33186169;0.16120763;3.20504244
-1.48760875;0.35760757;5.98818618
2.70862559;6.11147611;4.15442864
-0.84513634;5.95276432;5.60720957
-0.34822485;-1.28005234;5.54266579
-0.56874378;-1.05106122;5.62625012
3.04671954;-2.47667324;4.16422459
-2.08824155;2.91254591;6.16204945
-1.94251654;1.64212479;6.12584616
5.12926652;-0.51423498;3.25935480
5.41614563;0.89609514;3.11564341
3.86882560;-2.12647065;3.80700956
-1.30360656;-0.04627260;5.88020514
5.28011141;-0.05629560;3.18327846
-1.82019087;1.13600137;6.05913038
0.62628276;-2.06073588;5.11606336
1.69835696;-2.48978365;4.67963185
0.92450055;-2.22680853;4.97610778
-1.50245862;5.22645862;5.82467069
2.99447425;5.92358539;3.96586803
5.26218623;2.47217476;3.10899291
-1.67484309;0.68897002;5.96837184
0.04163325;6.49026490;5.14761547
-0.43533648;6.27661143;5.34965891
0.70487173;-2.12414707;5.03784243
-0.68067677;6.13542155;5.43940288
3.77798479;-2.19241532;3.77294420
3.96808043;5.03105886;3.54430584
-0.84666478;6.01986369;5.48964190
5.39092763;1.61053493;3.02388841
0.20987869;-1.82212664;5.21255522
2.59369763;-2.57102452;4.24123872
5.09274818;3.03460037;3.10707026
5.28872214;0.06037046;3.08158986
3.22186426;-2.44374600;3.96664773
0.27215543;-1.87676932;5.15421508
5.30427791;0.14178327;3.05419568
3.94418356;5.05581015;3.51060252
-1.98428296;1.49483558;5.99894393
5.20785463;-0.25223343;3.09355549
0.38675265;-1.97163454;5.08854169
-1.13339519;-0.44268740;5.67465157
2.16244592;6.38587442;4.19317588
4.02723168;-2.02036144;3.58748460
3.79012535;5.22840264;3.54726896
4.89200892;-0.99860932;3.20882749
5.22362390;2.52915941;2.99853010
0.81896514;-2.21970008;4.88758639
1.88597283;6.48931032;4.27597268
-1.07916129;-0.55818256;5.62144031
1.93295400;6.47534406;4.25369145
0.90042600;-2.26857748;4.84165438
3.33247862;5.66408671;3.68316120
-2.18933596;2.59495059;5.99532926
-1.55467054;5.29280463;5.68308994
4.78753673;-1.17385338;3.20278617
3.37854520;-2.39680599;3.80878201
-0.32820604;-1.44250165;5.30194686
-0.98871255;-0.70786338;5.55172345
4.45668855;4.34100303;3.21936281
0.93381889;-2.29850254;4.78131720
-1.52975955;0.15162883;5.74319095
-1.32648524;5.62927273;5.54517203
0.08893212;6.56388914;4.94526335
-0.74793147;-1.02413519;5.42717720
3.97108850;4.99867662;3.37132841
-1.07148149;5.91389930;5.42079086
5.35458233;1.59496899;2.86098305
4.20821329;4.70569151;3.27644529
5.12378632;-0.44444853;2.99111428
-1.83959046;0.80251627;5.80731162
4.08948184;-1.97800458;3.44076550
-2.02254986;4.39994909;5.80045165
-2.24295619;3.00552524;5.91852075
-0.80366327;6.15642059;5.26828175
5.24666395;2.32116338;2.86369652
5.34164644;0.64055861;2.84282889
2.14584720;-2.61690644;4.22002798
5.08591840;-0.52978826;2.96339446
5.27540365;0.15617581;2.87694287
-1.83804752;4.91505162;5.67827655
1.16049857;6.66057050;4.41353359
3.47253329;5.51843628;3.49475072
4.88705696;-0.95804843;3.02996211
4.32863531;-1.75942389;3.27775989
3.32842427;5.65220371;3.53780726
-0.63315814;6.28545080;5.13938466
3.63135761;5.36646041;3.40898319
4.69091934;-1.29176459;3.09452431
1.47390864;-2.53744209;4.42831095
4.07774093;4.84874223;3.21887316
-1.79345612;5.04419427;5.61453586
-1.11968983;5.93633216;5.31993808
-0.92576701;-0.90976424;5.36249712
5.35332995;0.96262687;2.75852419
-2.26202324;2.36777289;5.84348903
1.15724339;6.67155220;4.35197974
3.19098761;-2.48548994;3.69073662
-2.18165617;4.04167987;5.75475756
4.54989339;-1.48445814;3.10268673
-0.92212357;-0.92878407;5.33514795
2.27075463;6.34011960;3.87426685
5.27174403;2.05552992;2.72751785
4.47520828;4.24268453;3.01148078
3.24327246;-2.47313660;3.64122495
5.11977756;-0.37242372;2.83157868
5.06958177;-0.50595383;2.85160921
-1.71411097;5.25610008;5.50366022
3.66101617;5.32088528;3.29971172
4.16921897;4.69987461;3.09646667
5.21704953;0.03263299;2.75396525
4.44096409;4.29141621;2.99146435
2.25668751;-2.65878949;4.00907388
-2.07103572;4.53616691;5.63476036
0.67970603;6.70123265;4.46446628
-1.92782802;4.87992959;5.56686244
-1.11592819;-0.73455919;5.34003121
5.31922851;1.56749385;2.65732486
3.22278551;-2.48305389;3.58234818
0.69225413;-2.28387943;4.61624960
4.98091850;3.10349869;2.74203010
-1.00736833;-0.88581617;5.27456496
-0.04107958;6.59573846;4.72989332
-1.30116925;-0.50053399;5.36827367
-2.20495733;4.19507778;5.64381958
5.28076530;1.82049550;2.62467498
-1.24824911;-0.58143287;5.34134271
-2.36502405;2.76897539;5.72377976
0.41362425;-2.15317193;4.68062700
-1.80604397;0.39762990;5.53940261
5.27948979;0.49199072;2.62968785
-2.16613741;4.36126486;5.59871686
-2.33795828;3.54456214;5.67919703
-2.37062978;3.22978497;5.68912769
-0.94944507;-0.99368707;5.19146324
3.43540328;-2.39202671;3.42285073
4.89259792;3.30910728;2.70924707
-1.81798281;0.37676088;5.49977146
5.27820087;0.55850988;2.58894367
-0.98011720;6.16463039;5.03251220
2.11090810;-2.67780355;3.93754550
1.45996568;-2.59221849;4.19906526
4.93746800;-0.76682385;2.74518358
